"Administrative Unit Number","School Number","Institution Name","Address","Address Line 2 ","City","State","Zip Code","Zip Code Extension","Latitude","Longitude","WebAddress","Grades","Georeferenced Latitude & Longitude"
"103021003","7997","Richland El Sch","3811 Bakerstown Road",,"Gibsonia","PA","15044","9705","40.657654","-79.960265","http://www.pinerichland.org","K5H,1-3","POINT (-79.960265 40.657654)"
"125238402","1861","Darby Twp Sch","801 Ashland Avenue",,"Glenolden","PA","19036","1625","39.908847","-75.296607","http://www.sedelco.org","K5F-6,7-8","POINT (-75.296607 39.908847)"
"918402102","0","Luzerne County Library System","71 S Franklin St",,"Wilkes-Barre","PA","18701","1287","41.2460077","-75.8851669","http://www.luzernelibraries.org",,"POINT (-75.8851669 41.2460077)"
"300090790","0","Chesterbrook Academy","51 Marigold Dr",,"Newtown","PA","18940",,"40.07316","-76.361341","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.361341 40.07316)"
"324150071","0","YSC Academy","983 Old Eagle School Road",,"Wayne","PA","19087",,"40.07583","-75.405881","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.405881 40.07583)"
"122091352","8369","Keystone El Sch","1800 Keystone St",,"Croydon","PA","19021",,"40.08712214","-74.89385061","http://www.btsd.us/","K5F-5","POINT (-74.89385061 40.08712214)"
"216497753","0","Sunny Slope Amish Paroch Sch","1110 Comely Road",,"Turbotville","PA","17772",,"41.11569","-76.752303","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.752303 41.11569)"
"215222753","0","Holy Name of Jesus School","6190 Allentown Blvd",,"Harrisburg","PA","17112",,"40.3255","-76.784721","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.784721 40.3255)"
"120481002","5063","Asa Packer El Sch","1650 Kenwood Dr",,"Bethlehem","PA","18017","2297","40.655813","-75.40958","http://www.beth.k12.pa.us","K5F-5","POINT (-75.40958 40.655813)"
"108051003","7021","Bedford MS","440 E Watson St",,"Bedford","PA","15522","2100","40.01386551","-78.49674789","http://bms.bedfordasd.org","6,7-8","POINT (-78.49674789 40.01386551)"
"102027451","7916","Pittsburgh Spring Garden Early Childhood Ctr","1501 Spring Garden Ave",,"Pittsburgh","PA","15212",,"40.464057","-79.985883","http://www.pghschools.org/","PreKF","POINT (-79.985883 40.464057)"
"926510006","697","Library for the Blind & Physically Handicapped","919 Walnut St",,"Philadelphia","PA","19107","5289","39.9486873","-75.1567521","http://www.freelibrary.org",,"POINT (-75.1567521 39.9486873)"
"114068103","873","Twin Valley HS","4897 North Twin Valley Rd",,"Elverson","PA","19520","9804","40.16237104","-75.85585325","http://www.tvsd.org","12-Sep","POINT (-75.85585325 40.16237104)"
"912672134","0","Martin Memorial Library","159 East Market St",,"York","PA","17401","1269","39.9640523","-76.7242822","https://www.yorklibraries.org/york-martin/",,"POINT (-76.7242822 39.9640523)"
"104375003","0","Mohawk Area SD","385 Mohawk School Road",,"New Castle","PA","16102",,"40.977281","-80.452578","http://www.mohawk.k12.pa.us",,"POINT (-80.452578 40.977281)"
"108114503","6201","Northern Cambria HS","813 35th St",,"Northern Cambria","PA","15714","2023","40.6559151","-78.77950373","http://www.ncsd.k12.pa.us","12-Sep","POINT (-78.77950373 40.6559151)"
"114067503","7429","Schuylkill Valley El Sch","62 Ashley Way",,"Leesport","PA","19533","8629","40.4459","-75.951321","http://www.schuylkillvalley.org","K5F-4","POINT (-75.951321 40.4459)"
"116493503","6786","Line Mountain El Sch","542 W Shamokin St",,"Trevorton","PA","17881",,"40.780759","-76.673814","http://www.linemountain.com","K4H,K5F-4","POINT (-76.673814 40.780759)"
"120481002","3442","James Buchanan El Sch","1621 Catasauqua Road",,"Bethlehem","PA","18017","7407","40.639539","-75.406526","http://www.beth.k12.pa.us","K5F-5","POINT (-75.406526 40.639539)"
"106616203","4116","Smedley Street Sch","310 Smedley St",,"Oil City","PA","16301","3116","41.42178333","-79.72019924","http://www.ocasd.org","K5F-1","POINT (-79.72019924 41.42178333)"
"124150003","0","Avon Grove CS","110 E State St",,"West Grove","PA","19390",,"39.823986","-75.804419","http://www.agcharter.org",,"POINT (-75.804419 39.823986)"
"112672203","4564","Eastern York HS","720 Cool Creek Rd",,"Wrightsville","PA","17368",,"39.995427","-76.536511","http://www.easternyork.com","12-Sep","POINT (-76.536511 39.995427)"
"112674403","7644","Spring Forge Intrd Sch","100 South Hartman Street",,"Manchester","PA","17345",,"40.06275526","-76.70979448","http://www.nesd.k12.pa.us","6-Apr","POINT (-76.70979448 40.06275526)"
"126512840","0","Community Academy of Philadelphia CS","1100 E Erie Ave",,"Philadelphia","PA","19124","5424","40.005408","-75.107036","http://www.communityacademy.org",,"POINT (-75.107036 40.005408)"
"113364002","2581","Fulton El Sch","225 W Orange St",,"Lancaster","PA","17603","3782","40.03953957","-76.31025925","http://www.lancaster.k12.pa.us/","PreKF,K5F-5","POINT (-76.31025925 40.03953957)"
"902021505","0","Hampton Community Library","3101 McCully Rd",,"Allison Park","PA","15101","1331","40.5852613","-79.9354319","http://www.hamptoncommunitylibrary.org",,"POINT (-79.9354319 40.5852613)"
"926510006","454","Wynnefield Branch Library","5325 Overbrook Ave",,"Philadelphia","PA","19131","1498","39.9950705","-75.2335489","http://www.freelibrary.org",,"POINT (-75.2335489 39.9950705)"
"118400001","0","Bear Creek Community CS","30 Charter School Way",,"Bear Creek Township","PA","18702",,"41.245284","-75.826197","http://www.bearcreekschool.com",,"POINT (-75.826197 41.245284)"
"129544907","0","Gillingham Charter School","915 Howard Avenue",,"Pottsville","PA","17901",,"40.680493","-76.200887","http://www.Gillinghamcharterschool.org",,"POINT (-76.200887 40.680493)"
"205250010","0","FOREST AMISH SCHOOL","RR 1",,"SUGAR GROVE","PA","16350",,"41.993979","-79.413632","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.413632 41.993979)"
"213363802","0","Little Britian Mennonite Sch","352 Nottingham Rd",,"Quarryville","PA","17566","9652","39.781145","-76.109475","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.109475 39.781145)"
"904101323","0","Prospect Community Library","357 Main St",,"Prospect","PA","16052",,"40.9048368","-80.0439088","https://www.prospectlibrary.org/",,"POINT (-80.0439088 40.9048368)"
"102027451","8110","Pittsburgh Milliones 6-12","3117 Centre Ave",,"Pittsburgh","PA","15219",,"40.448766","-79.961617","http://www.pghschools.org/","6,7-12","POINT (-79.961617 40.448766)"
"222099652","0","Upper Bucks Christian School","754 E Rockhill Rd",,"Sellersville","PA","18960","1721","40.40558","-75.317531","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.317531 40.40558)"
"218404024","0","Graham Academy High School","469 Miller St",,"Luzerne","PA","18709",,"41.28431","-75.888831","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.888831 41.28431)"
"125231232","8020","Chester Upland Sch of Arts","501 West 9th St",,"Chester","PA","19013",,"39.848926","-75.369801","http://www.chesteruplandsd.org","PreKF,K5F-5","POINT (-75.369801 39.848926)"
"126515001","6960","Overbrook Edu Ctr","6722 Lansdowne Ave",,"Philadelphia","PA","19151","3625","39.97377402","-75.25491246","http://www.philasd.org","K5F-6,7-8","POINT (-75.25491246 39.97377402)"
"125237603","6510","Ithan El Sch","695 Clyde Rd",,"Bryn Mawr","PA","19010","1199","40.011828","-75.363555","http://www.rtsd.org","K5F-5","POINT (-75.363555 40.011828)"
"204371254","0","Faith Country Chapel Presch&Kg","3818 Old Buter Road",,"New Castle","PA","16101",,"40.97819","-80.270371","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-80.270371 40.97819)"
"126515001","3614","Rhoads James Sch","4901 Parrish St",,"Philadelphia","PA","19139","1721","39.96738098","-75.22003725","http://www.philasd.org","K5F-6,7-8","POINT (-75.22003725 39.96738098)"
"113384603","6616","Harding El Sch","622 Chestnut St",,"Lebanon","PA","17042","5221","40.3378449","-76.4213917","http://www.lebanon.k12.pa.us","PreKF,K4F,K5F-5","POINT (-76.4213917 40.3378449)"
"213365062","0","River View Amish School","85 Pinnacle Road",,"Holtwood","PA","17532",,"39.85422","-76.338821","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.338821 39.85422)"
"108112502","1252","Greater Johnstown MS","220 Messenger Street",,"Johnstown","PA","15902",,"40.30896169","-78.91051369","http://www.gjsd.net","5-6,7","POINT (-78.91051369 40.30896169)"
"121136503","7993","Parkside Education Center","680 Fourth Street",,"Palmerton","PA","18071",,"40.802657","-75.607502","http://www.palmerton.org","K5H-1","POINT (-75.607502 40.802657)"
"213365379","0","Meadows of Hope Christian School","1275 Silver Spring Road",,"Holtwood","PA","17532",,"39.840965","-76.254087","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.254087 39.840965)"
"213363752","0","Linden Hall","212 E Main St",,"Lititz","PA","17543",,"40.15361","-76.300201","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.300201 40.15361)"
"125230001","7824","Achievement House CS","102 Pickering Way",,"Exton","PA","19341",,"40.023987","-75.323308","http://www.achievementcharter.com","12-Jul","POINT (-75.323308 40.023987)"
"215220005","0","Windy Knoll School","1185 East Middle Rd",,"Lykens","PA","17048",,"40.629368","-76.710823","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.710823 40.629368)"
"107654903","4440","Ligonier Valley MS","536 Bell Street",,"Ligonier","PA","15658",,"40.2435237","-79.22549905","http://www.lvsd.k12.pa.us/","6,7-8","POINT (-79.22549905 40.2435237)"
"224159382","0","West Fallowfield Christian School","795 Fallowfield Road",,"Atglen","PA","19310","0","39.92317","-75.950671","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.950671 39.92317)"
"127041503","642","Central El Sch","805 15th Street",,"Beaver Falls","PA","15010",,"40.755934","-80.320982","http://www.tigerweb.org/","PreKF,K5F-5","POINT (-80.320982 40.755934)"
"107653102","4379","Baggaley El Sch","4080 Route 982",,"Latrobe","PA","15650","9055","40.264477","-79.379865","http://glsd.us/site/default.aspx?PageID=1","K5F-6","POINT (-79.379865 40.264477)"
"103024162","8218","Propel CS-Pitcairn","435 Agatha Street",,"Pittsburgh","PA","15140",,"40.404183","-79.779916","https://www.propelschools.org/","K5F-6,7-8","POINT (-79.779916 40.404183)"
"120481002","3453","Clearview El Sch","2121 Abington Rd",,"Bethlehem","PA","18018","1499","40.638051","-75.418503","http://www.beth.k12.pa.us","K5F-5","POINT (-75.418503 40.638051)"
"108561003","7645","Berlin Brothersvalley MS","1025 E Main Street",,"Berlin","PA","15530",,"39.92180307","-78.94687443","http://www.bbsd.com","5-6,7-8","POINT (-78.94687443 39.92180307)"
"901630913","0","Fredericktown Area Public Library","38 Water St","P O Box 625","Fredericktown","PA","15333","625","40.0002463","-79.9976689","http://www.washlibs.org/fredericktown",,"POINT (-79.9976689 40.0002463)"
"106272003","6159","East Forest JSHS","120 W Birch St",,"Marienville","PA","16239",,"41.472616","-79.121864","http://www.forestareaschools.org","12-Jul","POINT (-79.121864 41.472616)"
"211340009","0","Cedar Springs Parochial School","83 Quest Drive",,"Mifflintown","PA","17059",,"40.572886","-77.369263","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-77.369263 40.572886)"
"207260000","0","Champion Christian School -Donegal","Routes 31 and 711N",,"Donegal","PA","15628",,"40.103586","-79.381907","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.381907 40.103586)"
"122099007","4699","Upper Bucks County Technical School","3115 Ridge Road",,"Perkasie","PA","18944","3908","40.431529","-75.236015","http://www.ubtech.org","12-Sep","POINT (-75.236015 40.431529)"
"101268003","2184","Uniontown Area SHS","146 E Fayette St",,"Uniontown","PA","15401","3666","39.8958392","-79.7198098","http://www.uasdraiders.org","12-Sep","POINT (-79.7198098 39.8958392)"
"923460154","94","East Cheltenham Free Library","400 Myrtle Ave",,"Cheltenham","PA","19012","2038","40.0629845","-75.095287","https://cheltenhamlibraries.org/locations-hours/east-cheltenham/",,"POINT (-75.095287 40.0629845)"
"108569103","7500","Windber El Sch","421 Sugar Maple Dr",,"Windber","PA","15963","2554","40.217509","-78.810031","http://www.windberschools.org","PreKF,K5F-5","POINT (-78.810031 40.217509)"
"103026037","6672","McKeesport Area Tech Ctr","1960 Eden Park Boulevard",,"McKeesport","PA","15132","1643","40.3438","-79.829703","http://www.mckasd.net","12-Sep","POINT (-79.829703 40.3438)"
"901260963","0","Smithfield Public Library","14 Water St",,"Smithfield","PA","15478",,"39.8004999","-79.8097347","https://www.facebook.com/people/Smithfield-Public-Library/100083396644963/",,"POINT (-79.8097347 39.8004999)"
"103021603","0","Carlynton SD","435 Kings Hwy",,"Carnegie","PA","15106","1043","40.428232","-80.095631","http://www.carlynton.k12.pa.us",,"POINT (-80.095631 40.428232)"
"106619107","0","Venango Technology Center","One Vo Tech Drive",,"Oil City","PA","16301","3501","41.426268","-79.686273","http://www.vtc1.org",,"POINT (-79.686273 41.426268)"
"215227203","0","St Catherine Laboure School","4020 Derry Street",,"Harrisburg","PA","17111",,"40.257955","-76.815273","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.815273 40.257955)"
"914060213","0","Bernville Area Community Library","6721 Bernville Rd",,"Bernville","PA","19506",,"40.4332158","-76.1136767","http://www.berkslibraries.org/branch/bernville",,"POINT (-76.1136767 40.4332158)"
"223460782","0","Dock Mennonite Academy","1000 Forty Foot Road",,"Lansdale","PA","19446",,"40.3049","-75.350471","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.350471 40.3049)"
"101260803","2154","Brownsville Area MS","Three Falcon Drive",,"Brownsville","PA","15417",,"40.00699453","-79.89329338","http://www.basd.org","6,7-8","POINT (-79.89329338 40.00699453)"
"128324207","7032","Indiana County Technology Center","441 Hamill Rd",,"Indiana","PA","15701","1465","40.640686","-79.122463","http://www.ictc.edu","12-Sep","POINT (-79.122463 40.640686)"
"115000000","0","Capital Area IU 15","55 Miller St",,"Enola","PA","17025","1640","40.314729","-76.926844","http://www.caiu.org",,"POINT (-76.926844 40.314729)"
"902023125","0","South Park Township Library","2575 Brownsville Rd",,"Library","PA","15129","8523","40.2911496","-79.9958878","https://www.southparklibrary.org/",,"POINT (-79.9958878 40.2911496)"
"206200001","0","Orchard Knob School","20724 Britton Run Road",,"Centerville","PA","16404",,"41.766463","-79.738716","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-79.738716 41.766463)"
"101636503","5083","Peters Twp HS","121 Rolling Hills Dr.",,"McMurray","PA","15317","2948","40.269253","-80.118709","http://www.ptsd.k12.pa.us","12-Sep","POINT (-80.118709 40.269253)"
"106166503","1486","Keystone JSHS","700 Beatty Avenue",,"Knox","PA","16232","8909","41.232869","-79.529668","http://www.keyknox.com","12-Jul","POINT (-79.529668 41.232869)"
"928030393","0","Ford City Public Library","1136 Fourth Ave",,"Ford City","PA","16226","1202","40.7735126","-79.5285095","http://www.armstronglibraries.org/ford-city",,"POINT (-79.5285095 40.7735126)"
"101638003","7424","Trinity South El Sch","2500 S Main Street Ext",,"Washington","PA","15301","3269","40.10784","-80.203749","http://www.trinitypride.org/?page=5","K5F-5","POINT (-80.203749 40.10784)"
"103028302","4843","Reserve Primary Sch","2107 Lonsdale St",,"Pittsburgh","PA","15212","1305","40.474686","-79.981942","http://www.sasd.k12.pa.us/reserveprimaryschool_home.aspx","K5F-3","POINT (-79.981942 40.474686)"
"103023807","5016","Forbes Road CTC","607 Beatty Road",,"Monroeville","PA","15146","1550","40.451713","-79.752359","http://www.forbesroad.com","12-Sep","POINT (-79.752359 40.451713)"
"213360592","0","Bell Amish School","319 Bell Road",,"Christiana","PA","17509",,"39.88826","-76.038891","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.038891 39.88826)"
"300151120","0","Concept School","1120 E Street Rd",,"Westtown","PA","19395",,"39.936455","-75.538881","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-75.538881 39.936455)"
"113385303","2761","Forge Road El Sch","400 S Forge Rd",,"Palmyra","PA","17078","3311","40.30834777","-76.58293142","http://www.pasd.us","5-Jan","POINT (-76.58293142 40.30834777)"
"213360084","0","Hope Academy","520 North Street",,"Lancaster","PA","17602",,"39.74903","-76.791491","http://www.edna.pa.gov/Screens/wfSearchEntity.aspx",,"POINT (-76.791491 39.74903)"
"117083004","5209","Northeast Bradford El Sch","210 Panther Lane",,"Rome","PA","18837","9505","41.86398319","-76.2356428","http://www.nebpanthers.com","K5F-6","POINT (-76.2356428 41.86398319)"
"113367003","2657","Smith MS","645 Kirkwood Pike",,"Quarryville","PA","17566","9360","39.89517883","-76.14687022","http://www.solanco.org","6,7-8","POINT (-76.14687022 39.89517883)"
"126512870","0","Youth Build Phila CS","1231 N Broad St","5th Floor","Philadelphia","PA","19122",,"39.972514","-75.159069","http://www.youthbuildphilly.org",,"POINT (-75.159069 39.972514)"
"122098403","0","Quakertown Community SD","100 Commerce Drive",,"Quakertown","PA","18951",,"40.437328","-75.34212","http://www.qcsd.org",,"POINT (-75.34212 40.437328)"
"103020407","5273","A W Beattie Career Center","9600 Babcock Boulevard",,"Allison Park","PA","15101","2005","40.579948","-80.005998","http://www.beattietech.com","12-Sep","POINT (-80.005998 40.579948)"
"902020093","0","Avalon Public Library","317 South Home Avenue",,"Avalon","PA","15202","2499","40.4971343","-80.0628129","http://www.avalonlibrary.org",,"POINT (-80.0628129 40.4971343)"
"115216503","1711","Shepherdstown El Sch","1849 S York St",,"Mechanicsburg","PA","17055",,"40.179912","-76.992946","http://www.mbgsd.org","3-Jan","POINT (-76.992946 40.179912)"
